11.080000,-504.950000
6.589861,-500.563061
2.107341,-496.169609
-2.359943,-491.763133
-6.804369,-487.337121
-11.218322,-482.885060
-15.594182,-478.400437
-19.924331,-473.876741
-24.201149,-469.307459
-28.417018,-464.686080
-32.564320,-460.006091
-36.635435,-455.260980
-40.622745,-450.444234
-44.518631,-445.549343
-48.315476,-440.569793
-52.005659,-435.499072
-55.581563,-430.330668
-59.035569,-425.058069
-62.360058,-419.674763
-65.547411,-414.174237
-68.590000,-408.550000
-71.481288,-402.797970
-74.218951,-396.924002
-76.801739,-390.936402
-79.228397,-384.843476
-81.497676,-378.653531
-83.608324,-372.374870
-85.559088,-366.015800
-87.348716,-359.584629
-88.975956,-353.089661
-90.439558,-346.539203
-91.738268,-339.941561
-92.870835,-333.305041
-93.836007,-326.637948
-94.632532,-319.948589
-95.259159,-313.245270
-95.714635,-306.536296
-95.997709,-299.829974
-96.107129,-293.134609
-96.041643,-286.458508
-95.800000,-279.810000
-95.380359,-273.197075
-94.778526,-266.626711
-93.989721,-260.105594
-93.009162,-253.640411
-91.832067,-247.237847
-90.453656,-240.904585
-88.869145,-234.647314
-87.073755,-228.472719
-85.062703,-222.387487
-82.831209,-216.398302
-80.374490,-210.511851
-77.687765,-204.734820
-74.766253,-199.073895
-71.605172,-193.535761
-68.199741,-188.127104
-64.545179,-182.854610
-60.636703,-177.724966
-56.469533,-172.744856
-52.038886,-167.920966
-47.340000,-163.260000
-42.373253,-158.770484
-37.159844,-154.468491
-31.726152,-150.371951
-26.098554,-146.498797
-20.303429,-142.866957
-14.367152,-139.494361
-8.316101,-136.398942
-2.176656,-133.598630
4.024807,-131.111356
10.261909,-128.955050
16.508273,-127.147644
22.737522,-125.707067
28.923277,-124.651251
35.039160,-123.998126
41.058795,-123.765623
46.955804,-123.971672
52.703808,-124.634205
58.276430,-125.771151
63.647293,-127.400442
68.790000,-129.540000
73.680938,-132.198851
78.307353,-135.350324
82.659237,-138.958835
86.726581,-142.988802
90.499378,-147.404640
93.967619,-152.170767
97.121296,-157.251599
99.950400,-162.611552
102.444924,-168.215042
104.594858,-174.026487
106.390195,-180.010302
107.820927,-186.130904
108.877045,-192.352709
109.548540,-198.640134
109.825406,-204.957595
109.697633,-211.269509
109.155214,-217.540292
108.188139,-223.734361
106.786402,-229.816132
104.940000,-235.750000
102.647094,-241.508568
99.938581,-247.096955
96.853535,-252.528444
93.431030,-257.816318
89.710137,-262.973860
85.729929,-268.014357
81.529481,-272.951089
77.147864,-277.797340
72.624153,-282.566394
67.997420,-287.271534
63.306739,-291.926043
58.591182,-296.543205
53.889823,-301.136304
49.241735,-305.718622
44.685991,-310.303443
40.261664,-314.904051
36.007827,-319.533729
31.963553,-324.205760
28.167916,-328.933429
24.660000,-333.730000
21.469619,-338.605892
18.589681,-343.559878
16.003847,-348.587847
13.695779,-353.685689
11.649136,-358.849294
9.847580,-364.074553
8.274771,-369.357355
6.914371,-374.693589
5.750041,-380.079145
4.765440,-385.509914
3.944231,-390.981784
3.270075,-396.490646
2.726631,-402.032390
2.297561,-407.602904
1.966525,-413.198080
1.717185,-418.813807
1.533202,-424.445975
1.398236,-430.090473
1.295948,-435.743192
