11.080000,-504.950000
6.589861,-470.994302
2.107341,-437.200043
-2.359943,-403.728660
-6.804369,-370.741598
-11.218322,-338.400293
-15.594182,-306.866174
-19.924331,-276.300690
-24.201149,-246.865280
-28.417018,-218.721383
-32.564320,-192.030438
-36.635435,-166.953885
-40.622745,-143.653163
-44.518631,-122.289711
-48.315476,-103.024968
-52.005659,-86.020373
-55.581563,-71.437366
-59.035569,-59.437385
-62.360058,-50.181870
-65.547411,-43.832260
-68.590000,-40.550000
-71.481288,-40.423024
-74.218951,-43.245379
-76.801739,-48.737614
-79.228397,-56.620280
-81.497676,-66.613925
-83.608324,-78.439103
-85.559088,-91.816361
-87.348716,-106.466249
-88.975956,-122.109316
-90.439558,-138.466112
-91.738268,-155.257185
-92.870835,-172.203086
-93.836007,-189.024364
-94.632532,-205.441569
-95.259159,-221.175250
-95.714635,-235.945956
-95.997709,-249.474237
-96.107129,-261.480642
-96.041643,-271.685722
-95.800000,-279.810000
-95.380359,-285.647619
-94.778526,-289.286773
-93.989721,-290.889221
-93.009162,-290.616723
-91.832067,-288.631039
-90.453656,-285.093927
-88.869145,-280.167148
-87.073755,-274.012461
-85.062703,-266.791626
-82.831209,-258.666403
-80.374490,-249.798551
-77.687765,-240.349831
-74.766253,-230.482002
-71.605172,-220.356824
-68.199741,-210.136056
-64.545179,-199.981459
-60.636703,-190.054793
-56.469533,-180.517816
-52.038886,-171.532289
-47.340000,-163.260000
-42.373253,-155.829256
-37.159844,-149.234871
-31.726152,-143.438238
-26.098554,-138.400750
-20.303429,-134.083796
-14.367152,-130.448767
-8.316101,-127.457058
-2.176656,-125.070058
4.024807,-123.249160
10.261909,-121.955756
16.508273,-121.151236
22.737522,-120.796994
28.923277,-120.854419
35.039160,-121.284905
41.058795,-122.049842
46.955804,-123.110622
52.703808,-124.428637
58.276430,-125.965279
63.647293,-127.681938
68.790000,-129.540000
73.680938,-131.513221
78.307353,-133.624741
82.659237,-135.910061
86.726581,-138.404678
90.499378,-141.144091
93.967619,-144.163800
97.121296,-147.499304
99.950400,-151.186099
102.444924,-155.259687
104.594858,-159.755565
106.390195,-164.709232
107.820927,-170.156186
108.877045,-176.131928
109.548540,-182.671954
109.825406,-189.811765
109.697633,-197.586859
109.155214,-206.032735
108.188139,-215.184891
106.786402,-225.078826
104.940000,-235.750000
102.647094,-247.192317
99.938581,-259.232904
96.853535,-271.657255
93.431030,-284.250860
89.710137,-296.799215
85.729929,-309.087816
81.529481,-320.902154
77.147864,-332.027721
72.624153,-342.250011
67.997420,-351.354517
63.306739,-359.126731
58.591182,-365.352148
53.889823,-369.816260
49.241735,-372.304561
44.685991,-372.602543
40.261664,-370.495701
36.007827,-365.769526
31.963553,-358.209513
28.167916,-347.601155
24.660000,-333.730000
21.469619,-316.446177
18.589681,-295.858864
16.003847,-272.141929
13.695779,-245.469245
11.649136,-216.014675
9.847580,-183.952079
8.274771,-149.455331
6.914371,-112.698301
5.750041,-73.854857
4.765440,-33.098865
3.944231,9.395806
3.270075,53.455287
2.726631,98.905712
2.297561,145.573212
1.966525,193.283918
1.717185,241.863964
1.533202,291.139481
1.398236,340.936602
1.295948,391.081457
